fulltime,fam_inc,parttime,sex,race,lsat,ugpa,zfygpa,DOB_yr,zgpa,tier,index6040,pass_bar
1.0,5.0,0.0,male,white,42.0,3.6,0.41,70.0,-0.35,5.0,865.2631359999999,P
1.0,2.0,0.0,female,white,47.0,3.6,0.95,54.0,0.79,3.0,944.210501,P
1.0,4.0,0.0,female,white,35.0,3.6,1.06,68.0,0.99,4.0,754.736825,P
1.0,3.0,0.0,female,white,38.0,3.6,2.34,65.0,2.08,4.0,802.1052440000001,P
1.0,2.0,0.0,male,white,36.0,3.6,0.5,59.0,0.23,4.0,770.526298,P
1.0,4.0,0.0,female,white,44.0,3.6,0.13,63.0,0.31,5.0,896.842082,P
1.0,4.0,0.0,female,white,45.0,3.6,0.36,68.0,0.51,5.0,912.631555,P
1.0,4.0,0.0,male,white,35.0,3.6,-0.73,69.0,-1.02,4.0,754.736825,F
1.0,2.0,0.0,male,white,38.0,3.6,1.47,47.0,1.69,4.0,802.1052440000001,P
1.0,3.0,0.0,female,asian,40.0,3.6,-1.37,69.0,-1.63,5.0,833.6841900000001,F
1.0,4.0,0.0,male,white,41.0,3.6,1.67,60.0,1.43,5.0,849.4736630000001,P
1.0,2.0,0.0,female,white,32.5,3.6,-0.74,68.0,-0.46,4.0,715.2631425,P
1.0,3.0,0.0,male,white,34.0,3.6,0.22,66.0,-0.44,4.0,738.9473519999999,P
2.0,4.0,1.0,female,white,35.0,3.6,1.07,58.0,1.72,3.0,754.736825,P
1.0,3.0,0.0,male,white,32.0,3.6,0.41,69.0,0.17,3.0,707.3684059999999,P
1.0,4.0,0.0,male,white,46.0,3.6,-1.27,67.0,-1.59,6.0,928.421028,P
1.0,5.0,0.0,female,white,39.0,3.6,0.52,69.0,0.0,5.0,817.894717,P
1.0,4.0,0.0,female,white,40.0,3.6,-0.33,68.0,0.03,4.0,833.6841900000001,P
2.0,4.0,1.0,female,white,40.0,3.6,0.81,65.0,1.41,5.0,833.6841900000001,P
1.0,3.0,0.0,female,white,38.0,3.6,1.11,60.0,1.18,2.0,802.1052440000001,P
1.0,2.0,0.0,female,white,31.0,3.6,0.62,67.0,0.57,5.0,691.578933,P
1.0,3.0,0.0,female,white,28.0,3.6,0.61,57.0,0.58,1.0,644.210514,P
1.0,3.0,0.0,male,white,39.0,3.6,0.92,65.0,0.39,4.0,817.894717,P
1.0,3.0,0.0,female,asian,36.0,3.6,1.08,68.0,0.62,5.0,770.526298,P
1.0,4.0,0.0,male,white,44.0,3.6,0.21,67.0,0.18,5.0,896.842082,P
2.0,2.0,1.0,female,white,36.0,3.6,0.0,69.0,-0.08,4.0,770.526298,P
1.0,3.0,0.0,female,black,29.5,3.6,-2.22,68.0,-2.21,4.0,667.8947235,P
1.0,3.0,0.0,female,white,33.0,3.6,-0.81,53.0,-1.42,3.0,723.157879,P
1.0,3.0,0.0,female,white,40.0,3.6,1.39,68.0,1.59,4.0,833.6841900000001,P
1.0,4.0,0.0,male,hisp,41.0,3.6,-0.12,69.0,-0.94,5.0,849.4736630000001,P
1.0,5.0,0.0,female,other,40.0,3.6,1.71,69.0,2.66,3.0,833.6841900000001,P
1.0,4.0,0.0,female,white,36.0,3.6,-0.92,69.0,-0.89,5.0,770.526298,P
1.0,3.0,0.0,male,white,35.0,3.6,-0.77,69.0,-0.91,4.0,754.736825,P
1.0,3.0,0.0,female,white,43.0,3.6,-1.0,69.0,-1.08,6.0,881.052609,P
1.0,4.0,0.0,male,white,42.0,3.6,1.82,69.0,1.59,4.0,865.2631359999999,P
1.0,3.0,0.0,male,white,35.0,3.6,1.73,66.0,2.0,4.0,754.736825,P
1.0,5.0,0.0,male,white,30.5,3.6,1.02,69.0,1.0,4.0,683.6841965,P
1.0,3.0,0.0,male,white,37.0,3.6,1.06,64.0,0.48,5.0,786.315771,P
1.0,4.0,0.0,female,white,39.0,3.6,1.41,66.0,1.27,4.0,817.894717,P
1.0,5.0,0.0,male,white,31.5,3.6,0.5,65.0,-0.04,3.0,699.4736695,P
1.0,4.0,0.0,male,white,35.0,3.6,1.01,63.0,1.16,4.0,754.736825,P
2.0,4.0,1.0,female,white,33.0,3.6,-0.24,67.0,0.11,4.0,723.157879,P
1.0,2.0,0.0,0,black,28.0,3.6,-1.1,56.0,-1.13,3.0,644.210514,F
1.0,3.0,0.0,female,white,37.0,3.6,-0.57,65.0,-0.65,6.0,786.315771,P
2.0,4.0,1.0,male,white,34.0,3.6,1.92,65.0,2.21,5.0,738.9473519999999,P
1.0,3.0,0.0,female,white,38.0,3.6,-0.05,68.0,0.1,4.0,802.1052440000001,P
1.0,3.0,0.0,male,white,37.0,3.6,0.61,54.0,1.37,2.0,786.315771,P
1.0,3.0,0.0,female,white,40.0,3.6,-0.09,47.0,0.61,4.0,833.6841900000001,P
1.0,4.0,0.0,male,white,44.0,3.6,0.48,70.0,0.88,4.0,896.842082,P
1.0,4.0,0.0,female,white,38.0,3.6,0.26,67.0,0.53,6.0,802.1052440000001,P
1.0,5.0,0.0,male,white,42.0,3.6,0.02,60.0,0.52,4.0,865.2631359999999,F
1.0,3.0,0.0,female,hisp,35.0,3.6,-0.32,69.0,0.07,5.0,754.736825,P
1.0,1.0,0.0,female,hisp,34.0,3.6,-0.85,69.0,-1.24,5.0,738.9473519999999,P
1.0,2.0,0.0,female,white,41.0,3.6,-0.06,60.0,-0.64,5.0,849.4736630000001,P
1.0,2.0,0.0,male,white,40.0,3.6,-0.16,68.0,-0.03,4.0,833.6841900000001,F
1.0,4.0,0.0,female,white,39.0,3.6,-0.74,69.0,-0.73,5.0,817.894717,P
2.0,2.0,1.0,female,white,34.0,3.6,1.06,66.0,0.7,5.0,738.9473519999999,P
1.0,4.0,0.0,male,white,48.0,3.6,0.0,67.0,0.0,6.0,959.9999740000001,P
1.0,3.0,0.0,female,white,33.0,3.6,1.13,69.0,1.12,3.0,723.157879,P
1.0,3.0,0.0,female,white,38.0,3.6,1.12,69.0,0.43,4.0,802.1052440000001,P
1.0,3.0,0.0,male,white,40.0,3.6,-0.93,69.0,-1.35,4.0,833.6841900000001,P
1.0,2.0,0.0,male,white,40.0,3.6,1.76,69.0,2.05,3.0,833.6841900000001,P
1.0,5.0,0.0,female,white,37.0,3.6,-0.07,68.0,-0.7,5.0,786.315771,P
1.0,3.0,0.0,female,white,38.0,3.6,0.49,65.0,-0.4,4.0,802.1052440000001,P
1.0,4.0,0.0,female,white,36.0,3.6,-1.15,69.0,-2.27,3.0,770.526298,P
1.0,4.0,0.0,female,white,41.0,3.6,0.59,69.0,0.08,5.0,849.4736630000001,P
1.0,4.0,0.0,male,white,42.0,3.6,-0.92,69.0,-1.4,5.0,865.2631359999999,P
1.0,5.0,0.0,female,white,31.0,3.6,-0.24,69.0,-0.09,3.0,691.578933,P
1.0,3.0,0.0,female,white,42.0,3.6,-0.2,56.0,0.42,5.0,865.2631359999999,P
1.0,4.0,0.0,female,white,40.0,3.6,0.23,69.0,0.37,4.0,833.6841900000001,P
1.0,4.0,0.0,male,white,38.0,3.6,0.57,68.0,0.2,5.0,802.1052440000001,P
1.0,4.0,0.0,female,white,43.0,3.6,0.66,69.0,0.54,5.0,881.052609,P
1.0,4.0,0.0,male,white,32.5,3.6,-0.21,68.0,-0.63,3.0,715.2631425,P
1.0,4.0,0.0,male,white,37.0,3.6,0.62,68.0,1.09,4.0,786.315771,P
1.0,3.0,0.0,male,white,48.0,3.6,-0.31,66.0,-0.27,6.0,959.9999740000001,P
1.0,0.0,0.0,male,white,43.0,3.6,1.15,66.0,0.65,5.0,881.052609,P
1.0,5.0,0.0,female,white,43.0,3.6,-0.32,70.0,-1.69,5.0,881.052609,P
1.0,4.0,0.0,male,white,33.0,3.6,0.49,70.0,0.4,4.0,723.157879,P
1.0,4.0,0.0,male,white,36.0,3.6,1.18,68.0,1.03,3.0,770.526298,P
1.0,3.0,0.0,female,white,48.0,3.6,0.08,69.0,0.37,6.0,959.9999740000001,P
1.0,2.0,0.0,female,white,31.0,3.6,-0.48,69.0,0.03,3.0,691.578933,P
1.0,5.0,0.0,male,white,38.0,3.6,0.15,68.0,0.36,3.0,802.1052440000001,P
1.0,3.0,0.0,male,white,37.0,3.6,1.24,69.0,1.8,3.0,786.315771,P
1.0,4.0,0.0,male,white,35.0,3.6,0.36,58.0,0.86,3.0,754.736825,P
1.0,4.0,0.0,male,asian,30.5,3.6,-0.24,69.0,-0.81,3.0,683.6841965,P
1.0,4.0,0.0,female,white,37.0,3.6,-0.4,59.0,-0.21,4.0,786.315771,P
1.0,4.0,0.0,male,white,41.0,3.6,1.36,68.0,1.22,4.0,849.4736630000001,P
1.0,4.0,0.0,female,white,31.0,3.6,0.91,64.0,1.7,5.0,691.578933,P
1.0,4.0,0.0,female,white,48.0,3.6,1.52,68.0,0.0,6.0,959.9999740000001,P
2.0,3.0,1.0,male,white,42.0,3.6,-0.09,67.0,0.37,4.0,865.2631359999999,P
2.0,2.0,1.0,female,white,32.0,3.6,1.09,68.0,-0.21,4.0,707.3684059999999,P
1.0,4.0,0.0,female,white,45.0,3.6,1.78,64.0,1.71,3.0,912.631555,P
1.0,2.0,0.0,female,white,35.0,3.6,0.67,68.0,1.14,2.0,754.736825,P
1.0,3.0,0.0,male,white,37.0,3.6,0.0,69.0,0.0,3.0,786.315771,P
1.0,4.0,0.0,female,white,41.0,3.6,-1.21,69.0,-1.63,6.0,849.4736630000001,P
1.0,4.0,0.0,male,white,33.5,3.6,-0.73,68.0,-0.78,3.0,731.0526155,P
1.0,4.0,0.0,male,white,48.0,3.6,0.01,61.0,0.72,5.0,959.9999740000001,P
2.0,4.0,1.0,female,white,36.0,3.6,0.33,67.0,-0.22,5.0,770.526298,P
1.0,4.0,0.0,male,white,42.0,3.6,-0.22,69.0,0.13,5.0,865.2631359999999,P
1.0,3.0,0.0,female,white,39.0,3.6,-0.08,69.0,-0.44,6.0,817.894717,P
2.0,3.0,1.0,female,white,38.0,3.6,0.19,68.0,-0.45,3.0,802.1052440000001,P
1.0,4.0,0.0,female,white,43.0,3.6,0.26,68.0,0.0,6.0,881.052609,P
1.0,4.0,0.0,male,white,43.0,3.6,0.08,69.0,0.0,6.0,881.052609,P
1.0,4.0,0.0,male,white,38.0,3.6,0.53,69.0,0.0,3.0,802.1052440000001,P
1.0,3.0,0.0,male,white,33.0,3.6,0.44,69.0,-0.14,3.0,723.157879,P
1.0,4.0,0.0,female,white,39.0,3.6,-0.22,69.0,-0.02,3.0,817.894717,P
1.0,3.0,0.0,male,white,32.0,3.6,0.5,69.0,0.33,3.0,707.3684059999999,P
1.0,4.0,0.0,female,white,36.0,3.6,0.96,64.0,1.13,3.0,770.526298,P
1.0,4.0,0.0,female,white,36.0,3.6,-0.03,69.0,0.2,4.0,770.526298,P
1.0,3.0,0.0,female,white,31.0,3.6,-0.21,68.0,0.27,4.0,691.578933,P
2.0,4.0,1.0,female,white,35.0,3.6,-1.22,54.0,-0.95,3.0,754.736825,P
2.0,3.0,1.0,female,white,38.0,3.6,0.07,66.0,0.08,6.0,802.1052440000001,P
1.0,4.0,0.0,male,white,37.0,3.6,0.43,60.0,0.6,4.0,786.315771,P
1.0,3.0,0.0,male,white,35.0,3.6,-1.79,68.0,-1.12,3.0,754.736825,F
1.0,2.0,0.0,male,white,41.0,3.6,0.0,67.0,0.0,4.0,849.4736630000001,P
1.0,4.0,0.0,female,white,36.0,3.6,-0.67,62.0,-0.67,4.0,770.526298,P
1.0,5.0,0.0,male,white,44.0,3.6,-0.74,67.0,-0.05,5.0,896.842082,P
1.0,4.0,0.0,male,white,34.0,3.6,0.13,69.0,0.79,3.0,738.9473519999999,P
1.0,3.0,0.0,male,white,41.0,3.6,2.37,60.0,2.48,2.0,849.4736630000001,P
1.0,2.0,0.0,female,white,37.0,3.6,0.31,67.0,-0.02,4.0,786.315771,P
1.0,3.0,0.0,female,black,31.0,3.6,0.76,69.0,0.2,3.0,691.578933,P
1.0,4.0,0.0,female,white,35.0,3.6,-0.62,54.0,-0.11,3.0,754.736825,P
1.0,4.0,0.0,female,white,30.0,3.6,0.0,56.0,0.0,3.0,675.78946,F
1.0,4.0,0.0,male,white,38.5,3.6,0.5,69.0,0.14,6.0,809.9999805,P
1.0,3.0,0.0,female,white,40.0,3.6,0.21,69.0,0.1,3.0,833.6841900000001,P
1.0,4.0,0.0,female,white,34.0,3.6,1.52,70.0,1.55,5.0,738.9473519999999,P
1.0,4.0,0.0,male,white,40.0,3.6,0.55,68.0,0.4,3.0,833.6841900000001,P
1.0,3.0,0.0,female,white,41.0,3.6,-0.46,68.0,-0.42,5.0,849.4736630000001,P
1.0,3.0,0.0,male,white,42.0,3.6,-1.21,64.0,-1.28,5.0,865.2631359999999,P
1.0,3.0,0.0,female,white,47.0,3.6,1.27,63.0,1.27,3.0,944.210501,P
1.0,3.0,0.0,female,white,40.0,3.6,1.9,54.0,2.12,3.0,833.6841900000001,P
2.0,3.0,1.0,male,white,41.0,3.6,0.48,60.0,0.47,4.0,849.4736630000001,P
1.0,2.0,0.0,male,white,39.0,3.6,-1.1,61.0,-1.33,6.0,817.894717,P
1.0,5.0,0.0,male,white,38.0,3.6,-0.18,69.0,-0.88,5.0,802.1052440000001,P
1.0,2.0,0.0,female,white,41.0,3.6,0.93,62.0,0.32,4.0,849.4736630000001,P
1.0,4.0,0.0,male,white,43.0,3.6,1.92,67.0,0.99,5.0,881.052609,P
1.0,4.0,0.0,male,white,36.0,3.6,-0.37,67.0,-0.41,3.0,770.526298,P
1.0,2.0,0.0,female,hisp,31.5,3.6,0.83,69.0,0.76,1.0,699.4736695,P
1.0,3.0,0.0,female,asian,28.5,3.6,-0.41,58.0,-0.72,5.0,652.1052505,P
1.0,3.0,0.0,male,white,33.0,3.6,2.39,68.0,2.42,3.0,723.157879,P
1.0,2.0,0.0,male,white,33.0,3.6,1.27,66.0,1.2,4.0,723.157879,P
1.0,3.0,0.0,male,white,46.0,3.6,1.0,68.0,0.77,6.0,928.421028,P
1.0,5.0,0.0,male,white,39.0,3.6,0.99,68.0,0.74,4.0,817.894717,P
1.0,5.0,0.0,male,white,44.0,3.6,-0.46,69.0,-0.16,6.0,896.842082,P
1.0,4.0,0.0,female,white,34.0,3.6,0.9,69.0,0.9,5.0,738.9473519999999,P
1.0,4.0,0.0,male,white,37.0,3.6,0.8,68.0,1.2,4.0,786.315771,P
1.0,4.0,0.0,male,white,40.0,3.6,1.76,69.0,1.16,5.0,833.6841900000001,P
1.0,4.0,0.0,female,white,31.0,3.6,-0.19,67.0,-0.38,6.0,691.578933,P
1.0,3.0,0.0,male,white,32.0,3.6,0.48,67.0,0.13,4.0,707.3684059999999,F
1.0,3.0,0.0,female,white,32.0,3.6,-0.61,70.0,-0.06,5.0,707.3684059999999,P
1.0,3.0,0.0,female,white,27.5,3.6,2.1,67.0,1.96,3.0,636.3157775000001,P
1.0,2.0,0.0,female,white,41.0,3.6,-0.37,53.0,-0.08,4.0,849.4736630000001,P
1.0,3.0,0.0,male,white,36.0,3.6,0.0,68.0,0.0,5.0,770.526298,P
1.0,4.0,0.0,male,white,37.0,3.6,0.0,69.0,0.0,4.0,786.315771,P
1.0,4.0,0.0,female,white,45.0,3.6,1.04,70.0,0.72,5.0,912.631555,P
1.0,4.0,0.0,female,white,36.0,2.9,-0.53,68.0,-1.05,3.0,700.526298,F
1.0,4.0,0.0,male,white,36.0,2.9,0.91,49.0,1.2,3.0,700.526298,P
1.0,2.0,0.0,female,white,34.0,2.9,1.31,68.0,0.64,4.0,668.9473519999999,P
2.0,3.0,1.0,male,white,35.0,2.9,0.8,56.0,1.53,5.0,684.736825,P
1.0,4.0,0.0,male,white,41.0,2.9,-1.13,68.0,-0.94,3.0,779.473663,P
1.0,4.0,0.0,male,white,37.0,2.9,0.39,66.0,0.73,3.0,716.315771,P
1.0,4.0,0.0,male,white,42.0,2.9,0.17,68.0,0.0,3.0,795.263136,P
1.0,4.0,0.0,male,white,36.0,2.9,-0.12,69.0,-0.63,3.0,700.526298,P
1.0,4.0,0.0,male,white,30.0,2.9,-0.86,67.0,-1.43,6.0,605.78946,F
1.0,4.0,0.0,male,white,37.0,2.9,0.2,66.0,-0.14,4.0,716.315771,P
1.0,4.0,0.0,male,white,39.5,2.9,1.39,69.0,1.13,4.0,755.7894535,P
1.0,4.0,0.0,male,white,41.0,2.9,0.56,69.0,-0.03,3.0,779.473663,P
1.0,3.0,0.0,female,white,40.0,2.9,0.51,67.0,0.62,3.0,763.6841900000001,P
1.0,4.0,0.0,male,white,40.0,2.9,-0.41,69.0,-0.8,4.0,763.6841900000001,P
1.0,3.0,0.0,male,black,22.5,2.9,-1.28,59.0,-1.44,1.0,487.3684125,P
1.0,5.0,0.0,male,white,37.0,2.9,0.17,54.0,-0.29,1.0,716.315771,P
1.0,3.0,0.0,male,white,39.0,2.9,2.01,68.0,1.87,5.0,747.894717,P
1.0,4.0,0.0,female,asian,37.0,2.9,-1.45,69.0,-1.11,4.0,716.315771,P
1.0,2.0,0.0,female,hisp,32.0,2.9,-0.68,69.0,-0.88,5.0,637.3684059999999,P
1.0,4.0,0.0,female,white,44.0,2.9,1.61,65.0,-0.15,6.0,826.842082,P
1.0,3.0,0.0,female,white,35.0,2.9,0.23,66.0,-1.08,4.0,684.736825,P
1.0,3.0,0.0,female,white,36.0,2.9,-1.52,68.0,-1.73,3.0,700.526298,P
1.0,4.0,0.0,male,white,42.0,2.9,0.68,69.0,0.17,3.0,795.263136,P
1.0,3.0,0.0,male,white,38.0,2.9,0.0,69.0,0.0,5.0,732.1052440000001,P
1.0,4.0,0.0,male,white,39.0,2.9,0.0,67.0,0.0,3.0,747.894717,P
1.0,2.0,0.0,male,hisp,37.0,2.9,-0.18,68.0,-1.22,4.0,716.315771,P
1.0,4.0,0.0,female,white,41.0,2.9,1.81,66.0,1.24,4.0,779.473663,P
1.0,1.0,0.0,male,white,32.0,2.9,-0.73,56.0,-0.68,2.0,637.3684059999999,P
1.0,4.0,0.0,female,white,38.0,2.9,0.03,64.0,-0.05,6.0,732.1052440000001,P
1.0,4.0,0.0,male,white,33.0,2.9,1.21,69.0,1.32,4.0,653.157879,P
1.0,4.0,0.0,male,white,35.0,2.9,-0.53,64.0,-1.11,3.0,684.736825,P
1.0,3.0,0.0,male,white,38.0,2.9,-0.19,64.0,-0.07,3.0,732.1052440000001,P
1.0,4.0,0.0,male,white,43.0,2.9,0.59,69.0,0.34,3.0,811.052609,P
1.0,4.0,0.0,female,white,35.0,2.9,-1.27,61.0,-1.22,3.0,684.736825,F
1.0,4.0,0.0,female,hisp,35.0,2.9,-0.16,69.0,-0.74,2.0,684.736825,P
1.0,3.0,0.0,female,white,28.0,2.9,-1.09,51.0,-0.96,3.0,574.210514,F
1.0,4.0,0.0,male,white,36.0,2.9,-0.44,68.0,-1.05,3.0,700.526298,P
1.0,4.0,0.0,female,white,33.0,2.9,1.21,68.0,2.3,2.0,653.157879,P
1.0,3.0,0.0,male,black,39.0,2.9,-0.98,69.0,-0.96,6.0,747.894717,P
1.0,3.0,0.0,female,white,29.0,2.9,0.32,40.0,0.4,3.0,589.999987,P
1.0,3.0,0.0,female,white,33.5,2.9,0.0,69.0,0.11,3.0,661.0526155,P
1.0,3.0,0.0,male,white,36.0,2.9,0.46,68.0,0.59,3.0,700.526298,P
1.0,3.0,0.0,male,white,43.0,2.9,0.47,60.0,0.06,4.0,811.052609,P
1.0,4.0,0.0,male,white,33.0,2.9,-0.79,63.0,-1.29,3.0,653.157879,P
2.0,4.0,1.0,male,white,42.0,2.9,-0.36,69.0,0.01,5.0,795.263136,P
1.0,4.0,0.0,male,asian,27.0,2.9,0.29,69.0,-0.22,3.0,558.4210410000001,P
1.0,4.0,0.0,male,asian,42.0,2.9,1.31,66.0,-0.17,5.0,795.263136,P
2.0,3.0,1.0,male,other,35.0,2.9,0.85,64.0,0.39,3.0,684.736825,P
1.0,4.0,0.0,male,white,39.0,2.9,1.67,66.0,1.77,3.0,747.894717,P
1.0,4.0,0.0,female,white,39.0,2.9,-0.02,66.0,-0.02,3.0,747.894717,P
1.0,4.0,0.0,male,white,47.0,2.9,0.71,67.0,0.02,5.0,874.210501,P
1.0,4.0,0.0,male,white,35.0,2.9,2.18,68.0,2.07,3.0,684.736825,P
1.0,3.0,0.0,male,white,38.0,2.9,0.99,69.0,0.98,3.0,732.1052440000001,P
1.0,4.0,0.0,female,white,37.0,2.9,-0.51,53.0,-0.41,3.0,716.315771,P
1.0,4.0,0.0,male,white,33.0,2.9,-0.39,64.0,-0.26,3.0,653.157879,P
1.0,4.0,0.0,male,white,42.0,2.9,0.26,68.0,0.85,4.0,795.263136,P
2.0,3.0,1.0,male,white,34.0,2.9,1.61,64.0,1.73,3.0,668.9473519999999,P
1.0,5.0,0.0,male,black,27.0,2.9,-1.94,70.0,-2.22,3.0,558.4210410000001,F
1.0,3.0,0.0,female,black,21.0,2.9,-0.84,69.0,-1.51,1.0,463.684203,F
1.0,3.0,0.0,female,white,42.0,2.9,0.1,45.0,0.0,3.0,795.263136,P
2.0,3.0,1.0,female,white,38.0,2.9,0.19,68.0,0.25,3.0,732.1052440000001,P
1.0,4.0,0.0,male,white,40.0,2.9,1.71,63.0,1.7,3.0,763.6841900000001,P
1.0,3.0,0.0,male,white,36.0,2.9,0.89,68.0,0.41,3.0,700.526298,P
1.0,2.0,0.0,male,white,34.0,2.9,-0.36,67.0,-0.64,2.0,668.9473519999999,P
1.0,3.0,0.0,female,black,28.0,2.9,-1.25,67.0,-1.65,3.0,574.210514,F
1.0,4.0,0.0,male,white,36.5,2.9,1.02,64.0,0.52,4.0,708.4210345,P
1.0,4.0,0.0,male,white,33.0,2.9,-0.54,67.0,-0.98,2.0,653.157879,P
1.0,3.0,0.0,female,black,33.0,2.9,-0.02,63.0,-0.58,5.0,653.157879,P
1.0,4.0,0.0,female,white,37.0,2.9,-0.14,68.0,0.1,3.0,716.315771,P
1.0,2.0,0.0,male,white,37.0,2.9,-0.31,65.0,-0.74,3.0,716.315771,P
1.0,4.0,0.0,male,asian,41.0,2.9,-1.26,67.0,-1.07,6.0,779.473663,F
1.0,3.0,0.0,female,white,32.0,2.9,0.71,67.0,0.67,3.0,637.3684059999999,P
1.0,3.0,0.0,male,white,36.0,2.9,-1.04,67.0,-1.22,3.0,700.526298,P
1.0,4.0,0.0,female,white,30.5,2.9,-1.1,65.0,-2.25,2.0,613.6841965,P
2.0,3.0,1.0,male,white,37.0,2.9,1.02,49.0,0.43,5.0,716.315771,P
1.0,4.0,0.0,male,white,30.0,2.9,-0.34,67.0,-0.22,3.0,605.78946,P
1.0,2.0,0.0,female,asian,31.0,2.9,-2.79,69.0,-2.54,4.0,621.578933,F
1.0,3.0,0.0,male,black,18.0,2.9,-0.7,69.0,-1.4,1.0,416.315784,F
1.0,2.0,0.0,female,asian,42.0,2.9,-0.15,66.0,0.22,3.0,795.263136,P
1.0,3.0,0.0,female,white,28.5,2.9,0.41,59.0,0.35,2.0,582.1052505,P
1.0,3.0,0.0,female,white,37.0,2.9,-0.7,67.0,-1.26,3.0,716.315771,P
1.0,4.0,0.0,male,white,35.0,2.9,-0.8,67.0,-0.82,3.0,684.736825,F
1.0,4.0,0.0,male,hisp,40.0,2.9,1.14,66.0,0.49,3.0,763.6841900000001,P
1.0,4.0,0.0,male,white,34.0,2.9,0.39,65.0,-0.17,2.0,668.9473519999999,P
1.0,3.0,0.0,male,white,32.0,2.9,-0.63,67.0,-0.45,3.0,637.3684059999999,P
1.0,4.0,0.0,female,black,28.0,2.9,-1.4,69.0,-1.73,3.0,574.210514,F
1.0,3.0,0.0,male,white,34.0,2.9,1.25,68.0,1.25,3.0,668.9473519999999,P
1.0,4.0,0.0,male,asian,32.0,2.9,-0.51,68.0,-0.37,3.0,637.3684059999999,P
1.0,3.0,0.0,male,white,37.0,2.9,-0.75,68.0,-1.64,3.0,716.315771,P
2.0,3.0,1.0,female,white,46.0,2.9,0.0,65.0,0.0,3.0,858.421028,P
1.0,4.0,0.0,male,white,42.0,2.9,0.15,65.0,-0.46,5.0,795.263136,P
1.0,4.0,0.0,male,white,33.0,2.9,0.86,68.0,1.11,2.0,653.157879,P
1.0,4.0,0.0,female,white,37.0,2.9,0.24,63.0,0.49,3.0,716.315771,P
1.0,3.0,0.0,male,white,34.0,2.9,0.0,62.0,0.0,1.0,668.9473519999999,P
1.0,4.0,0.0,male,white,36.0,2.9,1.41,67.0,0.92,3.0,700.526298,P
1.0,4.0,0.0,male,white,32.0,2.9,-1.49,69.0,-1.69,3.0,637.3684059999999,P
1.0,4.0,0.0,male,white,31.5,2.9,1.06,65.0,0.22,2.0,629.4736695,P
1.0,4.0,0.0,male,white,40.0,2.9,-0.28,68.0,-0.45,4.0,763.6841900000001,P
1.0,1.0,0.0,female,black,14.0,2.9,0.04,67.0,-0.24,1.0,353.157892,P
1.0,3.0,0.0,female,white,21.0,2.9,-1.26,59.0,-1.39,3.0,463.684203,P
2.0,5.0,1.0,male,white,25.0,2.9,-0.49,64.0,-0.82,0.0,526.842095,P
1.0,5.0,0.0,male,white,36.0,2.9,1.15,70.0,-0.18,5.0,700.526298,P
1.0,5.0,0.0,female,white,48.0,2.9,0.4,69.0,0.52,4.0,889.9999740000001,P
1.0,4.0,0.0,male,asian,28.5,2.9,-0.63,64.0,-1.09,5.0,582.1052505,F
1.0,3.0,0.0,female,black,23.5,2.9,0.0,69.0,0.0,6.0,503.1578855,P
1.0,4.0,0.0,male,white,39.0,2.9,1.67,68.0,1.24,3.0,747.894717,P
1.0,4.0,0.0,male,white,28.5,2.9,0.61,65.0,0.16,3.0,582.1052505,P
1.0,4.0,0.0,male,white,42.0,2.9,-0.5,66.0,-0.02,3.0,795.263136,P
1.0,3.0,0.0,male,black,27.0,2.9,-1.28,64.0,-1.88,5.0,558.4210410000001,P
1.0,4.0,0.0,female,black,40.0,2.9,-2.44,69.0,-2.91,6.0,763.6841900000001,P
1.0,3.0,0.0,female,white,36.0,2.9,0.0,46.0,0.0,1.0,700.526298,P
1.0,3.0,0.0,female,white,36.5,2.9,-0.15,68.0,-0.73,4.0,708.4210345,P
2.0,3.0,1.0,male,black,32.0,2.9,-1.58,56.0,-1.66,3.0,637.3684059999999,P
1.0,4.0,0.0,male,hisp,40.0,2.9,1.03,69.0,0.78,4.0,763.6841900000001,P
1.0,4.0,0.0,male,white,46.0,2.9,-1.36,61.0,-0.81,3.0,858.421028,P
1.0,2.0,0.0,male,white,38.0,2.9,1.1,61.0,1.23,2.0,732.1052440000001,P
1.0,2.0,0.0,male,white,34.0,2.9,-0.46,66.0,-0.33,2.0,668.9473519999999,P
1.0,3.0,0.0,female,white,38.0,2.9,0.32,64.0,0.56,3.0,732.1052440000001,P
1.0,3.0,0.0,male,white,34.0,2.9,0.14,68.0,-0.28,3.0,668.9473519999999,P
1.0,5.0,0.0,male,white,38.0,2.9,0.23,68.0,-0.25,3.0,732.1052440000001,P
1.0,3.0,0.0,male,white,34.0,2.9,0.7,67.0,0.32,4.0,668.9473519999999,P
1.0,4.0,0.0,male,white,29.3,2.9,1.3,68.0,1.47,4.0,594.7368289,P
1.0,4.0,0.0,male,white,30.7,2.9,-0.58,68.0,-0.75,3.0,616.8420911000001,P
1.0,4.0,0.0,male,white,48.0,2.9,1.26,65.0,1.34,5.0,889.9999740000001,P
1.0,3.0,0.0,male,black,39.0,2.9,2.6,65.0,2.0,1.0,747.894717,P
1.0,4.0,0.0,female,white,32.5,2.9,-0.55,61.0,-0.22,5.0,645.2631425,P
1.0,3.0,0.0,male,white,36.0,2.9,1.59,67.0,1.0,2.0,700.526298,P
1.0,3.0,0.0,female,white,35.0,2.9,-0.39,67.0,-0.61,3.0,684.736825,P
