Age_Above_FourtyFive,Age_Below_TwentyFive,Misdemeanor,Number_of_Priors,race,score_factor,sex,Two_yr_Recidivism
0,1,0,0,Other,0,Male,0
0,1,0,0,African_American,0,Male,1
0,0,1,4,African_American,1,Male,1
1,0,1,0,Other,0,Male,0
0,0,1,0,Other,0,Male,1
0,0,0,3,Other,0,Male,1
0,0,1,0,Hispanic,0,Female,1
0,0,0,14,African_American,1,Male,1
0,1,1,0,African_American,1,Male,0
1,0,0,0,Other,0,Male,0
0,0,1,37,African_American,1,Male,1
0,1,0,2,African_American,1,Male,0
0,0,1,0,African_American,0,Male,1
0,0,0,2,Other,0,Female,0
0,0,0,7,African_American,0,Female,1
0,0,0,1,African_American,0,Male,0
0,0,0,3,African_American,0,Female,1
0,0,0,1,African_American,0,Male,1
0,0,0,15,African_American,1,Male,1
1,0,0,6,African_American,1,Male,1
0,1,0,17,African_American,1,Male,1
0,0,0,0,Hispanic,0,Male,1
0,1,0,1,African_American,1,Male,1
0,0,0,1,Hispanic,0,Female,1
0,1,0,0,African_American,0,Male,0
1,0,0,9,Hispanic,1,Male,1
0,0,0,0,Other,0,Female,0
1,0,0,1,African_American,0,Female,0
0,0,1,1,African_American,0,Male,1
1,0,0,10,African_American,1,Male,1
0,1,0,1,Other,1,Male,0
0,0,0,6,Other,1,Male,1
1,0,1,1,African_American,0,Male,1
1,0,1,0,Other,0,Male,0
1,0,1,0,Other,0,Male,0
0,0,0,10,African_American,1,Male,1
1,0,1,0,African_American,1,Male,0
0,1,0,3,African_American,1,Male,1
0,0,0,13,African_American,1,Male,0
1,0,1,3,African_American,0,Male,1
0,0,0,5,African_American,0,Male,1
1,0,0,2,African_American,0,Male,0
0,1,1,0,Other,1,Male,1
1,0,1,1,Other,0,Male,0
0,1,0,0,Other,0,Female,1
1,0,0,1,African_American,0,Male,0
0,0,0,0,Other,0,Female,0
0,0,1,0,Other,0,Male,0
0,0,0,0,Other,0,Male,1
0,0,0,2,African_American,1,Male,1
0,0,0,3,Other,0,Male,0
0,0,1,3,African_American,0,Male,1
0,0,0,0,Other,1,Male,1
0,1,0,6,Hispanic,1,Male,1
0,0,0,21,African_American,1,Male,1
0,0,1,0,Other,0,Female,0
0,1,0,0,African_American,1,Male,1
0,0,1,0,African_American,0,Female,0
0,0,0,25,African_American,1,Male,1
0,1,0,0,Other,1,Female,0
0,0,1,0,Other,1,Male,1
0,0,0,0,Other,0,Male,0
1,0,0,0,Other,1,Male,1
0,0,0,0,Other,0,Male,1
0,0,0,12,African_American,1,Female,1
0,0,0,3,African_American,0,Male,0
0,0,0,1,African_American,0,Female,0
1,0,0,1,African_American,0,Male,0
0,0,1,1,Other,0,Male,0
0,1,0,3,African_American,1,Male,1
0,0,1,1,Other,0,Male,1
0,0,0,1,Other,0,Male,0
0,1,0,1,African_American,0,Male,1
0,0,0,5,Other,1,Male,0
0,0,1,6,African_American,1,Male,1
0,0,1,2,African_American,0,Female,1
1,0,0,22,African_American,1,Male,1
0,1,0,1,African_American,1,Female,0
0,0,1,0,Hispanic,0,Male,0
0,1,0,3,African_American,1,Male,0
0,0,0,2,African_American,0,Male,0
0,0,0,7,African_American,0,Male,1
0,0,0,14,African_American,1,Female,1
0,0,1,2,Other,1,Male,0
0,1,0,6,African_American,1,Male,1
0,0,0,1,Hispanic,0,Male,1
0,0,1,2,African_American,0,Male,0
1,0,0,0,Hispanic,0,Male,0
0,1,0,0,Other,0,Male,0
0,0,0,5,African_American,1,Male,1
0,0,1,4,Other,0,Male,0
0,0,0,1,Other,0,Male,1
1,0,0,1,Hispanic,0,Male,1
0,1,0,1,African_American,1,Male,1
1,0,0,1,Other,0,Male,0
0,1,0,0,African_American,0,Female,0
0,0,0,0,Hispanic,0,Male,0
0,0,0,2,Other,0,Female,0
0,0,0,8,Other,1,Male,1
0,0,0,2,Other,0,Male,0
0,1,0,1,African_American,0,Male,0
0,0,0,3,African_American,1,Male,0
0,1,0,0,Other,0,Male,0
0,1,0,0,Other,1,Male,1
0,0,0,4,Other,0,Female,1
0,1,0,0,Hispanic,0,Male,0
1,0,0,3,African_American,0,Male,0
0,0,1,0,Other,0,Male,0
1,0,0,3,Other,0,Male,0
1,0,0,0,African_American,0,Male,0
1,0,0,17,African_American,1,Male,1
0,0,0,8,African_American,1,Male,1
0,1,0,1,Other,1,Male,0
0,0,1,0,Other,0,Male,1
0,0,0,1,African_American,0,Male,0
0,1,0,2,African_American,0,Male,1
1,0,0,4,Other,0,Male,0
0,0,0,4,African_American,0,Male,0
0,0,1,0,Other,1,Male,0
1,0,1,1,Other,0,Male,1
0,0,0,2,Hispanic,0,Male,0
1,0,0,1,Other,0,Male,0
0,1,1,3,Other,1,Male,1
0,0,0,1,African_American,0,Male,0
0,0,0,1,Hispanic,0,Male,0
0,0,1,10,African_American,1,Female,1
0,0,0,6,African_American,1,Male,1
0,0,0,0,African_American,0,Male,0
1,0,0,10,Other,1,Male,0
0,0,0,1,African_American,1,Male,1
1,0,0,10,African_American,1,Male,1
1,0,1,0,Other,0,Female,0
0,0,1,3,African_American,1,Male,0
0,1,0,1,African_American,1,Male,1
1,0,0,0,Other,1,Male,0
0,0,1,16,Other,1,Male,0
0,1,0,4,African_American,1,Male,1
0,1,0,0,African_American,1,Male,1
0,0,1,0,Other,0,Female,0
0,0,0,0,Other,0,Male,0
1,0,0,7,African_American,1,Female,0
0,0,1,0,African_American,0,Male,0
0,0,0,3,African_American,0,Male,1
0,1,0,1,African_American,1,Male,1
0,0,1,0,Other,0,Male,0
0,1,0,0,African_American,0,Male,0
0,0,0,4,African_American,1,Male,1
0,0,0,0,African_American,0,Male,0
1,0,0,1,African_American,0,Male,0
0,1,1,0,African_American,1,Male,0
1,0,1,0,Other,0,Male,0
1,0,0,2,Other,0,Male,0
1,0,0,16,African_American,1,Male,1
0,0,0,4,African_American,1,Male,0
0,0,0,8,African_American,1,Male,0
0,0,1,1,African_American,1,Male,0
0,0,0,0,Other,0,Male,0
0,0,0,0,African_American,0,Female,0
1,0,0,1,African_American,1,Male,0
0,0,0,1,Other,0,Male,0
1,0,0,8,African_American,1,Female,0
0,0,0,5,African_American,1,Male,1
1,0,0,13,African_American,0,Male,1
0,1,1,0,Other,1,Male,1
0,0,0,8,African_American,0,Male,1
0,1,1,0,African_American,0,Male,0
1,0,1,0,Other,0,Male,0
0,0,0,1,Other,0,Male,0
1,0,1,0,Other,0,Male,0
0,0,0,0,Hispanic,0,Female,0
0,0,0,1,African_American,0,Female,0
0,0,0,0,African_American,0,Female,0
0,1,0,1,African_American,1,Male,1
0,0,0,0,Other,0,Male,1
0,0,0,1,African_American,1,Male,1
1,0,1,1,Other,0,Male,0
0,1,0,2,African_American,1,Male,0
1,0,0,33,Other,1,Male,1
1,0,0,1,Other,0,Female,0
0,1,1,1,African_American,1,Male,1
0,1,0,4,African_American,1,Male,1
0,0,0,0,Hispanic,0,Female,0
1,0,1,0,Other,0,Male,0
0,0,0,0,African_American,0,Male,0
0,1,0,0,Hispanic,0,Male,1
0,0,1,1,African_American,0,Male,0
0,0,0,4,Other,0,Male,0
0,0,0,0,Other,0,Female,0
0,0,0,14,Other,1,Male,0
0,0,0,15,African_American,1,Male,0
0,1,0,1,African_American,0,Male,0
1,0,1,1,African_American,0,Male,0
0,0,0,2,Other,1,Male,1
0,0,1,1,Other,1,Male,0
0,0,0,1,African_American,1,Male,1
0,0,1,18,African_American,1,Male,1
0,1,0,1,African_American,1,Male,1
0,0,0,1,Other,0,Male,1
1,0,1,3,African_American,0,Male,0
0,0,0,7,African_American,1,Male,1
0,0,0,20,African_American,1,Male,1
0,0,0,0,Other,1,Male,1
0,1,1,0,Other,0,Male,1
1,0,1,0,Other,0,Male,0
0,1,0,3,Other,1,Male,1
0,1,1,0,Hispanic,1,Male,0
1,0,1,0,Other,0,Male,0
0,0,1,0,Other,0,Female,0
0,0,1,1,African_American,1,Male,0
0,1,1,2,Other,0,Male,0
0,0,0,16,African_American,1,Male,1
0,0,0,0,Other,0,Male,0
0,1,1,1,Other,0,Male,0
0,0,0,1,African_American,1,Male,1
0,0,0,0,Other,0,Male,0
0,0,0,0,Other,0,Male,0
0,0,0,1,Other,0,Male,0
0,0,0,7,African_American,1,Male,0
0,0,0,8,African_American,1,Male,1
1,0,1,0,Other,0,Male,0
1,0,1,0,African_American,0,Male,1
0,0,1,9,Other,0,Male,1
1,0,0,2,African_American,0,Male,1
0,0,0,1,African_American,1,Male,1
0,0,0,2,African_American,0,Male,0
0,1,1,5,Other,1,Male,1
0,1,1,4,African_American,1,Female,1
0,1,1,1,African_American,0,Male,0
0,0,1,3,Other,0,Male,0
1,0,0,2,African_American,0,Female,0
0,0,1,2,African_American,1,Male,1
1,0,1,0,Other,0,Female,0
1,0,0,0,Other,0,Male,0
1,0,1,1,African_American,0,Male,0
1,0,1,3,African_American,0,Male,1
0,0,0,5,African_American,1,Male,0
0,0,0,2,Hispanic,0,Male,0
0,1,0,2,African_American,1,Male,1
0,0,0,5,African_American,1,Male,1
0,0,1,4,African_American,1,Male,0
0,1,0,1,African_American,0,Male,1
0,0,0,7,African_American,0,Female,0
0,0,0,0,African_American,0,Female,0
0,0,0,3,African_American,1,Female,1
0,0,0,2,Other,0,Male,1
1,0,1,0,Other,0,Male,0
0,0,1,0,Other,0,Male,0
1,0,1,22,African_American,1,Male,0
0,0,1,0,African_American,0,Male,0
0,0,0,9,African_American,1,Male,1
0,1,0,1,Other,0,Male,0
0,0,1,0,Other,0,Male,0
0,0,0,10,African_American,1,Male,1
0,1,0,0,Other,0,Male,0
1,0,1,2,Other,0,Male,1
0,0,0,11,Other,0,Male,0
0,1,0,0,African_American,1,Female,1
0,1,1,6,Hispanic,1,Male,1
0,0,0,0,Other,0,Male,1
0,0,0,11,African_American,1,Male,1
0,0,1,5,Other,0,Male,0
1,0,1,0,African_American,0,Female,0
0,0,0,13,Other,1,Male,1
0,0,1,5,African_American,1,Male,1
1,0,0,8,Hispanic,1,Male,0
0,1,0,0,African_American,0,Male,0
0,0,0,8,African_American,0,Male,1
1,0,0,3,Asian,1,Male,1
0,0,1,0,Other,1,Male,0
0,0,0,13,African_American,1,Female,0
0,1,0,0,African_American,0,Male,1
0,1,0,0,African_American,0,Male,1
1,0,1,2,Other,0,Male,0
0,0,0,5,African_American,1,Female,1
0,0,1,6,African_American,1,Male,1
0,0,0,3,Other,1,Male,0
0,0,1,0,Other,0,Male,0
0,0,0,1,African_American,0,Male,1
0,0,1,1,Hispanic,0,Male,1
0,0,0,1,African_American,0,Male,1
0,0,0,1,Other,0,Male,0
0,1,0,1,African_American,1,Male,0
0,0,0,3,Other,1,Male,1
0,0,0,0,Other,0,Male,0
0,0,0,0,Hispanic,0,Male,0
1,0,0,1,Other,0,Male,0
1,0,1,0,Other,0,Male,0
1,0,0,14,African_American,1,Male,1
0,1,0,1,African_American,1,Male,1
0,0,1,6,Other,1,Male,0
0,0,0,7,African_American,0,Male,0
0,0,1,1,Other,0,Male,0
1,0,0,7,African_American,1,Male,1
1,0,1,0,Other,0,Male,0
0,0,1,0,Other,0,Male,0
0,0,1,0,African_American,1,Male,1
0,0,1,4,African_American,1,Male,1
0,0,0,0,African_American,0,Male,0
0,0,0,17,Hispanic,1,Male,1
0,0,0,2,Other,1,Male,1
0,0,1,0,Hispanic,0,Male,0
0,0,0,8,Hispanic,1,Male,1
0,0,1,0,Hispanic,1,Male,0
1,0,0,2,African_American,0,Male,1
0,0,0,1,African_American,0,Male,0
0,0,1,12,African_American,1,Male,1
0,0,0,0,African_American,1,Male,1
0,0,1,0,African_American,1,Male,0
0,0,1,0,Other,0,Male,0
0,0,0,1,African_American,0,Female,0
0,0,1,4,Other,0,Male,0
1,0,0,1,Other,0,Male,0
0,1,0,0,African_American,1,Male,0
0,0,0,0,Other,1,Male,0
0,0,1,7,Other,1,Male,1
0,0,0,11,African_American,1,Male,1
1,0,1,0,African_American,0,Male,0
0,0,0,2,Other,0,Male,1
0,0,0,1,African_American,0,Male,0
0,0,0,7,Hispanic,0,Female,1
0,0,1,0,African_American,0,Female,0
0,0,1,0,Hispanic,0,Male,1
1,0,1,0,African_American,0,Male,0
0,0,0,0,African_American,1,Male,0
0,0,0,3,African_American,1,Male,0
0,1,1,3,Other,1,Male,1
0,0,1,1,Hispanic,0,Male,0
0,0,0,1,African_American,1,Male,0
1,0,0,1,Other,0,Female,1
0,0,0,3,Other,1,Male,1
0,1,0,4,Other,1,Male,1
0,0,0,2,African_American,1,Male,1
0,0,1,3,African_American,0,Male,0
1,0,1,0,Other,0,Female,0
0,0,0,0,Other,0,Male,0
0,0,0,4,Other,0,Male,1
0,0,0,2,Other,0,Female,0
0,1,0,3,Other,0,Male,1
0,0,1,3,Other,0,Male,1
1,0,1,0,Other,0,Female,0
0,1,0,3,Other,0,Male,1
0,0,1,2,African_American,0,Male,0
0,0,0,0,African_American,0,Male,0
0,0,1,0,Other,0,Male,0
0,0,0,13,African_American,1,Male,0
0,0,0,6,African_American,1,Male,0
0,1,0,0,African_American,1,Male,0
0,1,0,0,Other,1,Male,1
0,0,0,10,African_American,1,Male,0
1,0,0,1,Other,0,Male,0
0,0,1,13,African_American,1,Male,1
0,0,0,0,African_American,0,Male,0
0,1,1,3,Other,1,Male,1
0,0,1,8,African_American,1,Male,1
1,0,0,0,African_American,0,Male,1
0,0,0,7,Other,1,Male,1
0,0,0,25,African_American,1,Male,1
1,0,1,9,African_American,1,Male,0
0,1,0,1,African_American,0,Male,0
1,0,1,1,Other,0,Female,0
1,0,0,7,Other,1,Male,1
0,0,1,2,Other,0,Male,0
0,0,0,0,Hispanic,0,Male,0
0,0,0,0,Other,1,Female,0
0,0,0,3,African_American,1,Female,0
0,0,0,0,African_American,0,Male,1
0,1,1,0,African_American,1,Female,1
0,1,1,0,African_American,0,Male,1
1,0,0,0,Other,0,Male,0
1,0,1,8,African_American,1,Male,1
0,0,0,0,African_American,1,Male,0
0,1,1,3,Other,1,Male,1
0,0,1,14,African_American,1,Male,1
0,0,0,5,African_American,1,Male,0
1,0,0,0,African_American,0,Male,0
0,1,0,0,African_American,1,Male,0
0,1,0,0,African_American,0,Male,1
0,0,0,1,Other,0,Male,1
0,1,0,0,African_American,1,Male,0
1,0,0,10,Other,0,Male,0
0,0,1,2,Other,0,Male,0
0,0,0,7,Other,1,Male,1
0,1,0,0,African_American,0,Male,1
0,0,0,20,Hispanic,1,Female,1
1,0,0,0,Other,0,Male,0
1,0,0,0,Other,0,Male,0
0,0,0,1,Other,0,Female,1
0,0,1,9,African_American,1,Male,1
0,0,0,9,African_American,1,Male,1
0,0,1,3,African_American,1,Male,1
0,0,1,0,Hispanic,0,Male,0
0,0,1,0,African_American,1,Female,1
0,0,0,0,African_American,0,Female,0
0,0,0,22,African_American,1,Male,1
0,1,0,2,Other,0,Male,0
0,0,1,8,African_American,1,Male,1
0,0,0,2,Other,0,Male,0
0,0,0,7,African_American,0,Male,0
0,0,0,10,African_American,1,Male,1
1,0,0,0,Other,0,Male,0
0,0,0,2,Other,1,Male,1
0,0,0,0,African_American,0,Male,0
0,1,0,1,Other,1,Male,1
0,0,0,9,African_American,1,Female,1
0,0,0,16,African_American,1,Male,1
0,0,0,3,Other,0,Male,1
0,0,1,0,Hispanic,0,Male,1
0,0,0,4,Other,1,Male,1
0,1,0,2,Other,1,Male,1
0,0,0,0,Hispanic,1,Male,0
0,0,1,5,African_American,1,Male,1
0,0,1,2,African_American,0,Male,0
0,0,0,7,African_American,0,Male,1
0,0,0,0,Hispanic,0,Male,0
0,1,0,0,Hispanic,0,Male,1
0,0,1,0,African_American,0,Male,0
0,0,1,3,African_American,1,Male,0
0,0,0,0,African_American,0,Female,0
1,0,1,2,Other,0,Male,0
1,0,1,12,African_American,1,Male,0
0,0,0,0,Other,1,Male,0
0,0,0,0,African_American,1,Male,1
0,0,1,0,Other,0,Male,0
0,0,1,5,African_American,1,Male,0
1,0,0,9,African_American,1,Male,0
1,0,1,0,Other,0,Male,1
0,0,0,12,African_American,1,Male,1
0,1,0,0,African_American,0,Male,0
0,1,0,0,African_American,0,Male,1
0,0,1,1,Hispanic,1,Male,0
0,0,1,4,African_American,0,Male,0
0,1,1,0,Hispanic,0,Male,0
1,0,1,4,Other,0,Male,1
0,0,1,1,African_American,0,Male,0
0,1,0,2,Other,1,Male,1
0,1,0,0,Other,1,Male,1
1,0,0,1,Other,0,Male,0
0,0,0,5,African_American,1,Male,0
0,0,1,0,Hispanic,0,Male,0
0,1,0,1,African_American,1,Male,0
0,1,0,1,Other,1,Male,1
0,0,1,6,African_American,1,Male,1
0,0,1,14,African_American,1,Male,1
1,0,0,7,African_American,1,Male,1
1,0,0,2,Other,0,Male,0
0,0,0,7,Hispanic,1,Male,0
0,1,1,1,African_American,0,Male,1
0,1,0,0,Other,1,Male,0
0,1,0,0,African_American,1,Male,1
0,0,1,4,African_American,1,Male,0
0,0,1,1,African_American,1,Male,1
1,0,1,24,African_American,1,Male,1
0,0,1,4,Other,0,Male,1
0,0,0,0,Other,0,Male,0
1,0,0,5,African_American,0,Male,0
0,0,0,19,Hispanic,1,Male,1
0,0,0,2,African_American,0,Male,1
0,1,0,2,African_American,1,Male,1
1,0,0,1,Other,0,Male,1
0,0,1,5,Other,0,Male,1
0,0,1,1,African_American,1,Male,1
1,0,0,0,Other,0,Female,0
1,0,1,0,Other,0,Male,0
0,0,1,3,African_American,1,Female,1
0,1,0,1,Hispanic,0,Male,1
0,0,0,2,African_American,1,Male,0
1,0,1,0,Other,0,Male,0
0,1,1,1,African_American,1,Male,1
0,1,1,0,Other,1,Female,0
0,0,1,9,Other,0,Male,1
1,0,1,1,Other,0,Male,0
1,0,1,18,African_American,1,Male,1
0,1,0,1,African_American,1,Male,1
0,0,1,3,African_American,0,Male,1
0,0,0,6,African_American,1,Male,1
0,0,0,1,Other,0,Male,1
0,0,0,1,Other,1,Male,0
1,0,0,0,Other,0,Male,0
0,0,1,3,African_American,0,Male,0
0,1,1,0,African_American,1,Male,0
1,0,1,18,Other,0,Male,1
0,0,1,0,Hispanic,0,Male,0
0,0,0,6,African_American,1,Male,0
0,1,0,0,Hispanic,1,Male,0
0,0,0,3,African_American,0,Male,0
0,0,1,0,Other,0,Male,0
1,0,1,1,African_American,0,Male,1
1,0,0,3,Other,0,Male,0
1,0,0,3,Other,0,Male,0
0,1,0,0,Other,0,Female,0
0,0,1,1,Other,0,Male,0
0,0,1,0,Other,0,Female,0
0,0,1,2,Hispanic,0,Male,1
1,0,1,1,Other,0,Male,1
0,1,1,0,Other,1,Male,0
0,0,1,1,Hispanic,0,Female,0
0,0,1,9,Other,1,Male,1
0,1,0,4,African_American,1,Male,1
1,0,1,1,Other,0,Male,0
1,0,1,0,Other,0,Female,0
0,1,1,2,Other,1,Female,0
1,0,1,1,Other,0,Female,0
0,1,0,6,Other,1,Male,0
0,0,0,0,Other,1,Female,0
0,1,0,1,African_American,1,Female,0
0,1,0,2,African_American,0,Male,1
0,0,0,0,African_American,0,Male,0
0,1,0,0,African_American,0,Male,0
1,0,1,1,Other,0,Male,0
0,0,0,7,African_American,1,Male,1
0,0,0,5,African_American,0,Male,1
1,0,0,7,Other,0,Female,1
0,0,1,3,African_American,0,Male,0
0,0,0,1,African_American,1,Female,1
1,0,1,0,Other,0,Male,0
0,0,0,0,Other,0,Male,0
0,0,1,0,African_American,0,Male,1
0,0,1,0,African_American,0,Male,0
1,0,0,19,African_American,1,Male,1
1,0,0,24,African_American,1,Male,0
0,0,0,9,Other,1,Male,1
0,1,0,3,African_American,0,Male,1
0,1,0,2,Other,1,Male,1
0,0,0,1,African_American,0,Male,1
0,1,0,0,African_American,0,Female,0
0,0,0,9,African_American,1,Male,0
1,0,0,0,African_American,0,Female,0
0,1,0,0,African_American,0,Male,0
0,1,0,0,Other,1,Male,0
0,0,0,3,African_American,1,Female,0
0,1,0,0,African_American,1,Male,1
1,0,1,2,Other,0,Male,0
1,0,0,1,African_American,0,Male,0
0,1,0,0,African_American,1,Male,1
0,1,0,1,Other,0,Male,1
1,0,0,20,African_American,1,Male,0
0,1,0,0,African_American,0,Female,0
0,1,0,5,African_American,0,Male,1
0,0,0,3,African_American,1,Female,1
0,0,0,0,Other,1,Female,0
0,1,0,0,Other,0,Male,0
0,0,0,0,Hispanic,1,Male,1
0,1,0,3,Other,1,Male,1
0,0,1,0,African_American,0,Female,0
0,0,0,1,Other,0,Female,0
0,0,0,8,African_American,0,Male,0
0,0,0,3,Other,0,Male,0
0,0,1,2,African_American,1,Male,1
0,0,0,0,African_American,0,Male,1
0,0,1,24,African_American,1,Male,1
0,0,1,2,Hispanic,0,Male,0
0,0,1,3,African_American,0,Female,0
0,0,0,0,Other,0,Male,0
0,0,1,1,Hispanic,0,Male,0
0,0,1,9,African_American,1,Male,0
0,0,0,0,African_American,1,Female,1
1,0,1,0,African_American,0,Female,0
0,0,0,9,Other,1,Male,1
0,0,0,5,African_American,1,Male,1
1,0,1,7,African_American,1,Female,0
1,0,1,3,Other,0,Male,0
0,0,1,0,Other,1,Male,1
0,1,0,2,African_American,0,Male,1
0,0,1,3,Hispanic,0,Male,1
0,0,0,9,Other,1,Male,0
0,1,1,0,African_American,1,Male,1
0,0,1,0,Asian,0,Male,0
0,0,0,5,African_American,1,Male,1
1,0,1,0,African_American,0,Male,1
1,0,0,13,African_American,0,Male,1
1,0,1,1,Hispanic,0,Male,0
0,0,1,3,Other,0,Male,1
1,0,1,0,Other,0,Male,0
0,0,0,7,African_American,1,Male,1
0,0,1,0,African_American,0,Male,0
0,0,0,4,Other,1,Male,1
0,1,1,2,African_American,1,Female,0
0,1,0,4,African_American,1,Male,1
0,0,1,0,Other,0,Male,1
0,0,0,0,Other,0,Male,0
0,0,0,2,African_American,1,Male,1
1,0,1,0,Other,0,Male,1
0,0,0,1,Other,1,Male,0
1,0,1,0,Other,0,Male,1
0,0,0,7,African_American,1,Male,1
0,0,1,0,Other,0,Male,1
0,1,0,1,African_American,1,Female,1
0,0,0,2,African_American,0,Male,1
0,0,1,1,Other,0,Female,0
0,0,1,12,African_American,1,Male,1
1,0,1,0,Other,0,Male,0
0,0,0,1,Other,0,Male,0
0,1,0,0,Hispanic,1,Male,0
0,0,0,0,African_American,1,Male,0
0,1,0,1,African_American,1,Male,1
0,0,1,2,Other,0,Male,1
0,0,1,5,African_American,1,Male,0
1,0,1,0,Other,0,Male,0
0,1,0,0,African_American,1,Male,0
0,0,1,8,African_American,0,Male,0
0,0,0,0,Other,0,Female,0
0,1,1,0,African_American,0,Female,0
0,0,0,5,African_American,1,Male,1
1,0,0,1,Other,0,Female,0
0,0,1,0,Other,0,Female,0
1,0,0,20,Other,1,Male,1
0,1,1,0,African_American,0,Male,1
0,0,1,6,Other,0,Male,0
1,0,0,6,African_American,0,Male,0
0,0,0,0,Hispanic,0,Male,0
0,1,0,1,African_American,1,Male,1
0,0,1,1,Other,0,Male,0
0,0,1,0,Hispanic,0,Male,0
0,0,1,0,Other,1,Male,1
1,0,1,0,African_American,0,Female,0
1,0,1,0,Other,0,Male,0
0,0,1,2,Other,0,Male,0
1,0,0,0,Hispanic,0,Male,0
0,1,1,0,African_American,0,Male,0
1,0,0,10,African_American,1,Male,0
0,0,0,17,Other,1,Male,0
0,0,0,2,Other,0,Male,1
1,0,0,0,Other,0,Female,1
0,1,1,0,African_American,1,Male,1
0,0,0,9,Other,0,Female,1
0,0,0,12,African_American,1,Male,1
0,0,0,1,Other,0,Male,0
0,0,1,0,Other,0,Male,0
0,0,1,0,Other,1,Male,0
1,0,1,1,African_American,0,Female,1
1,0,0,0,Other,0,Female,0
0,1,0,1,Other,0,Male,1
0,1,0,0,African_American,1,Male,1
0,1,0,0,African_American,1,Male,0
0,1,0,0,African_American,1,Male,0
0,0,0,21,African_American,1,Male,1
0,0,1,0,African_American,0,Female,0
1,0,0,1,Other,0,Male,0
1,0,0,1,African_American,0,Male,0
0,0,1,2,Hispanic,0,Male,1
0,1,0,1,Other,0,Male,0
0,0,0,2,Other,1,Male,1
0,0,0,3,Other,0,Male,0
0,0,0,1,Other,0,Male,0
0,1,0,0,African_American,1,Male,0
0,1,0,1,African_American,1,Male,0
1,0,1,0,Other,0,Male,0
0,0,0,3,Other,1,Male,1
1,0,0,0,Other,0,Male,1
0,0,0,15,African_American,1,Male,0
0,0,0,0,African_American,0,Male,0
0,0,0,10,African_American,1,Male,1
0,1,1,3,African_American,1,Female,0
0,0,1,6,Other,0,Male,1
0,0,0,9,African_American,1,Male,1
0,1,1,5,Other,1,Male,0
0,0,0,10,African_American,1,Female,1
1,0,0,23,African_American,1,Male,1
0,0,0,8,Other,1,Female,1
1,0,0,3,Other,0,Male,0
0,0,0,2,African_American,1,Female,0
0,0,1,2,African_American,0,Male,1
1,0,0,13,African_American,1,Male,1
0,1,1,0,African_American,0,Male,1
1,0,0,1,African_American,0,Female,0
0,0,0,2,Other,1,Male,0
0,0,0,1,African_American,1,Male,0
0,0,1,2,Other,0,Male,0
0,0,0,5,African_American,1,Male,0
0,0,0,2,African_American,0,Male,1
0,0,0,7,African_American,0,Male,0
1,0,1,3,Other,0,Male,1
0,0,0,3,African_American,1,Male,1
1,0,1,1,Other,0,Female,1
0,0,0,0,African_American,1,Female,1
0,1,1,0,African_American,0,Female,0
0,0,0,6,African_American,1,Male,1
0,1,1,3,Other,1,Male,1
0,0,0,4,African_American,1,Female,0
0,0,1,0,Hispanic,0,Female,0
0,0,0,14,African_American,1,Male,1
0,1,1,1,Other,0,Male,0
1,0,0,3,Other,0,Male,1
0,0,0,3,African_American,0,Female,0
0,0,0,4,African_American,1,Female,1
0,1,0,2,Other,0,Male,1
0,0,0,0,African_American,1,Male,0
0,0,1,0,Other,0,Male,0
0,0,0,3,African_American,0,Female,0
0,0,0,1,African_American,0,Male,1
0,0,0,6,Other,1,Male,1
1,0,0,3,African_American,0,Male,0
0,1,1,1,African_American,0,Male,1
0,0,0,0,African_American,1,Male,0
0,0,1,0,Other,0,Female,0
0,0,0,0,Other,0,Female,0
0,1,1,9,African_American,1,Male,1
0,0,0,16,African_American,1,Male,1
0,0,1,0,Hispanic,0,Male,0
0,1,0,0,African_American,1,Male,0
0,1,1,6,Hispanic,1,Male,0
1,0,1,0,Hispanic,0,Male,0
1,0,0,0,Other,0,Male,0
0,0,0,4,African_American,1,Female,1
1,0,1,1,African_American,1,Male,0
1,0,0,0,Other,0,Male,1
1,0,0,3,African_American,1,Male,1
0,0,0,14,African_American,1,Male,0
0,0,0,3,African_American,0,Female,1
1,0,0,4,Other,0,Male,0
0,1,0,1,African_American,1,Male,1
0,0,0,9,African_American,1,Male,1
0,0,1,1,Hispanic,0,Male,0
1,0,0,9,African_American,1,Male,1
0,1,0,0,African_American,1,Male,1
0,0,0,2,Other,1,Female,1
0,1,1,3,African_American,1,Male,1
0,0,0,1,Other,0,Male,0
1,0,0,4,Other,0,Male,0
0,1,0,0,African_American,0,Male,0
1,0,1,2,Hispanic,0,Female,0
0,0,0,4,African_American,0,Male,1
0,1,0,4,African_American,1,Male,1
0,0,0,5,African_American,1,Male,0
0,1,1,0,Other,0,Male,1
1,0,1,10,Hispanic,0,Male,1
0,0,1,1,Other,1,Female,1
0,0,0,3,African_American,1,Male,1
1,0,1,0,Other,0,Male,0
0,0,0,10,African_American,1,Male,1
0,1,1,1,African_American,0,Male,0
0,0,0,1,African_American,0,Male,0
0,1,0,2,African_American,1,Male,1
0,1,0,6,African_American,1,Male,1
0,0,0,17,Other,1,Male,1
0,0,0,1,African_American,0,Male,0
0,0,0,6,African_American,1,Male,1
0,0,1,1,Other,0,Male,0
0,0,0,10,Other,1,Male,1
1,0,0,10,African_American,0,Male,1
0,0,0,9,African_American,1,Male,1
